primaryTitle,startYear,runtimeMinutes,genres,region,language,averageRating,numVotes
The Perks of Being a Wallflower,2012,103,Drama,IN,hi,7.9,580963
Universal Soldier: Day of Reckoning,2012,114,"Action,Horror,Mystery",IN,ta,5.1,22095
House of Tolerance,2011,122,Drama,IN,en,6.7,8480
Nude,2010,103,"Biography,Drama",IN,en,4.9,317
Ricky Stanicky,2024,113,Comedy,IN,en,6.2,59407
Cyanide,2021,\N,Crime,IN,en,6.9,9
Half Stories,2022,91,"Horror,Thriller",IN,en,3.7,2058
The Animal Kingdom,2023,128,"Adventure,Drama,Horror",IN,en,6.7,11296
A Mero Hajur 4,2022,155,Romance,IN,en,3.9,285
Brindaavanam,2010,169,"Action,Comedy,Drama",IN,en,7.1,5165
War of the Worlds: Annihilation,2021,113,"Action,Sci-Fi,Thriller",IN,en,2.5,675
The Burdened,2023,91,Drama,IN,en,7.0,782
The Movie Teller,2023,116,Drama,IN,en,6.6,1167
Grudge Match,2013,113,"Comedy,Drama,Sport",IN,en,6.4,64391
Daak Bangla,2000,90,Horror,IN,\N,6.5,11
Khopdi: The Skull,1999,97,Horror,IN,\N,4.4,15
Pratisaad: The Response,2010,126,"Biography,Drama",IN,en,8.3,34
Daddy's Girl,2018,81,"Crime,Horror,Thriller",IN,en,4.7,873
No Mercy,2010,123,"Action,Crime,Thriller",IN,en,7.4,10571
Fun Size,2012,86,"Adventure,Comedy,Crime",IN,en,5.4,15735
The Chaperone,2011,103,"Action,Comedy,Family",IN,en,5.1,5569
The Revenant,2015,156,"Adventure,Drama,Western",IN,hi,8.0,927129
Life of Crime,2013,98,"Comedy,Crime",IN,en,5.8,20875
Webdultery,2011,90,Drama,IN,en,7.2,121
Chicken with Plums,2011,93,"Comedy,Drama",IN,en,7.0,10273
Bloody Bloody Bible Camp,2012,90,"Comedy,Horror",IN,en,4.5,1390
Pacific Rim,2013,131,"Action,Adventure,Sci-Fi",IN,en,6.9,551892
Wound,2010,76,"Fantasy,Horror",IN,en,3.2,531
Nude Study,2010,90,"Drama,Romance",IN,en,7.3,87
Raavanan,2010,128,"Action,Adventure,Drama",IN,en,7.0,5012
Rakta Charitra,2010,125,"Action,Biography,Crime",IN,hi,7.6,5061
Hot Hot Hot,2011,93,"Comedy,Drama",IN,en,5.2,146
Naomi,2010,90,Drama,IN,hi,6.1,175
Kappalu Muthalali,2009,136,"Comedy,Drama",IN,en,4.2,95
Seetha Kalyanam,2009,114,Drama,IN,\N,4.1,42
Turning 30!!!,2011,121,"Comedy,Drama,Romance",IN,hi,5.3,427
All Eyez on Me,2017,139,"Biography,Drama,Music",IN,en,5.9,25838
Vampires Suck,2010,82,"Comedy,Horror",IN,hi,3.5,54078
Golimar,2010,160,"Action,Crime,Drama",IN,en,6.2,856
The Calling,2014,108,"Drama,Horror,Mystery",IN,en,5.9,9723
Ek Noor,2011,140,"Biography,Drama,Family",IN,\N,7.9,58
The DUFF,2015,101,"Comedy,Romance",IN,en,6.4,105964
F.A.L.T.U,2011,120,"Comedy,Drama",IN,en,4.8,3379
Night Vision,2011,89,Thriller,IN,en,3.3,609
On Chesil Beach,2017,110,"Drama,Music,Romance",IN,en,6.3,13341
Mirror Mirror,2012,106,"Adventure,Comedy,Drama",IN,en,5.6,94302
The Painted Bird,2019,169,"Drama,Horror,Thriller",IN,en,7.3,8432
3096 Tage,2013,111,"Biography,Crime,Drama",IN,en,6.5,18223
10ml LOVE,2012,87,"Comedy,Drama,Romance",IN,\N,6.4,180
The Policeman's Lineage,2022,119,"Action,Crime,Drama",IN,hi,6.1,1085
Bhindi Baazaar Inc.,2011,157,"Crime,Drama,Thriller",IN,en,6.0,753
I Hate Luv Storys,2010,129,"Comedy,Drama,Musical",IN,hi,5.7,9123
Ice Age: Continental Drift,2012,88,"Adventure,Animation,Comedy",IN,en,6.5,239142
This Is Not a Film,2011,75,Documentary,IN,hi,7.4,5917
Ananta (The Eternal),2022,118,Drama,IN,hi,6.9,73
Daayen Ya Baayen,2010,115,"Comedy,Drama,Family",IN,\N,6.9,185
Utharaswayamvaram,2009,144,Drama,IN,\N,3.6,90
Corrode,2011,92,Drama,IN,en,6.6,327
Now You See Me,2013,115,"Crime,Mystery,Thriller",IN,en,7.2,752013
Eeram,2009,164,"Crime,Horror,Mystery",IN,en,7.6,1942
Five Friends,2010,70,"Biography,Documentary",IN,en,7.0,22
Dharmasthali,2022,\N,"Action,Drama",IN,hi,8.0,37
Detective Sathyabhama,2021,113,Drama,IN,en,5.6,1214
Abbar Kanchanjangha,2022,\N,Drama,IN,en,6.3,98
Dreamcoin,2024,\N,"Action,Drama",IN,en,4.2,67
Aadhi Bhagavan,2013,157,Action,IN,en,5.5,717
Dhrona 2010,2010,150,"Action,Drama,Horror",IN,en,4.6,499
Ezharakkoottam,1995,130,"Action,Comedy",IN,\N,4.6,44
Mummy & Me,2010,\N,Drama,IN,\N,5.5,303
Pramani,2010,\N,Drama,IN,\N,4.1,336
Sufi Paranja Katha,2010,125,"Drama,Family,History",IN,\N,6.0,53
Harun-Arun,2009,73,Family,IN,\N,9.0,20
Jaggi,2022,117,Drama,IN,hi,7.5,448
The Fountain of Youth,2021,79,Adventure,IN,en,6.9,73
The Exorsis,2021,113,"Comedy,Horror",IN,en,3.9,169
Never Look Away,2024,85,"Adventure,Biography,Documentary",IN,en,7.1,329
The Lie: The Murder of Grace Millane,2023,104,Documentary,IN,en,7.3,740
Swap Out,2022,90,Drama,IN,hi,6.0,77
INSECURE: THE END,2021,\N,Documentary,IN,hi,7.9,119
Hello Hum Lallann Bol Rahe Hain,2010,130,"Comedy,Drama",IN,hi,6.3,188
Kushti,2010,121,"Comedy,Sport",IN,hi,4.6,239
The Twilight Saga: Breaking Dawn - Part 2,2012,115,"Adventure,Drama,Fantasy",IN,en,5.6,277118
2 Frogs in the West,2010,105,"Biography,Comedy,Drama",IN,en,6.3,251
Bal Naren,2024,98,Drama,IN,en,6.6,24
Kaliyuga Pandavulu,1986,\N,Drama,IN,\N,7.2,53
Heretic,2021,87,Horror,IN,en,3.8,130
Life of an Alpha Male,2021,150,Romance,IN,en,8.6,32
Dubara,2021,\N,Adventure,IN,hi,8.0,9
Semkhor,2022,93,Drama,IN,en,5.7,33
Luciana,2010,\N,"Mystery,Thriller",IN,en,8.1,13
The Silence of Swastika,2021,56,"Documentary,History",IN,en,8.9,10671
Let Go,2011,95,Comedy,IN,en,5.2,969
Karate Kid: Legends,2025,94,"Action,Drama,Family",IN,en,6.3,37788
Trespass,2011,91,"Crime,Drama,Mystery",IN,en,5.3,47010
Mermaids Don't Cry,2022,92,"Comedy,Drama",IN,en,6.7,72
Murder at Teesri Manzil 302,2021,121,"Mystery,Thriller",IN,en,4.0,250
"Guns, Girls and Gambling",2012,90,"Crime,Thriller",IN,en,5.5,4995
Good Night,2013,83,"Comedy,Drama",IN,en,5.8,191
How Is That for a Monday?,2022,92,Thriller,IN,en,6.9,1238
Lochya Zaala Re,2022,\N,Comedy,IN,en,5.8,92
Hoon Tari Heer,2022,148,"Drama,Musical,Romance",IN,en,7.0,48
Take Shelter,2011,120,"Drama,Thriller",IN,en,7.3,114079
Vijay IPS,2006,\N,"Action,Drama",IN,hi,6.3,11
Thiraiyin Marupakkam,2023,132,Comedy,IN,en,6.8,368
The Intouchables,2011,112,"Comedy,Drama",IN,en,8.5,999824
Mahananda,2022,\N,Biography,IN,en,7.3,918
Aranyakanda,1986,170,Action,IN,\N,7.4,26
Kaadhal Solla Vanthaen,2010,\N,Romance,IN,en,6.3,109
Redrum,2022,\N,"Crime,Mystery,Thriller",IN,\N,8.6,13
Making YouTube,2021,74,Biography,IN,en,8.0,56
The Bouncer,2024,78,Action,IN,en,4.2,111
Still Standing,2010,54,"Documentary,Drama",IN,\N,8.4,11
The Vagabonds,2022,89,Drama,IN,en,4.1,82
Birthday Boy,2022,96,"Drama,Thriller",IN,en,7.6,53
Sith Wars: Episode II - Legacy of the Sith,2022,106,"Action,Fantasy,Sci-Fi",IN,en,7.2,315
Return,2011,97,Drama,IN,en,6.0,1104
Bespokoynoye leto,1981,\N,Drama,IN,en,5.0,8
The Laureate,2021,104,"Drama,Thriller",IN,hi,5.2,539
Ready Player One,2018,140,"Action,Adventure,Sci-Fi",IN,en,7.4,529166
Soldiers of Fortune,2012,94,"Action,Thriller",IN,en,4.3,7676
Mosquito-Man,2013,79,"Action,Adventure,Comedy",IN,en,4.8,467
Shuttlecock Boys,2011,76,"Comedy,Drama",IN,\N,6.5,125
"Ultramarines: A Warhammer 40,000 Movie",2010,76,"Action,Animation,Fantasy",IN,en,5.6,6551
Trolls,2016,92,"Adventure,Animation,Comedy",IN,en,6.4,98610
Donghai renyu chuan,2020,79,"Action,Drama,Fantasy",IN,en,6.2,102
The Legend of Mermaid 2,2021,\N,"Action,Drama,Fantasy",IN,en,5.7,62
Mumbai Special Pav Bhaji,2021,\N,"Crime,Drama",IN,\N,5.9,15
1945,2022,122,"Action,Drama,History",IN,en,5.8,95
Love You Too,2023,161,"Drama,Romance",IN,en,7.1,2047
360,2011,110,"Crime,Drama,Mystery",IN,en,6.1,17854
Snowtown,2011,119,"Biography,Crime,Drama",IN,en,6.6,22131
"10,000 Nights Nowhere",2013,113,Drama,IN,hi,6.2,229
Best Actor,2010,155,"Comedy,Drama",IN,\N,7.0,1858
Penpattanam,2010,121,Drama,IN,\N,3.7,53
Rocky in Risk,2022,\N,Comedy,IN,hi,8.6,94
Death Shot,2022,88,"Crime,Drama,Horror",IN,en,6.7,33
Stoker,2013,99,"Drama,Mystery,Thriller",IN,en,6.7,118807
Lucky Trouble,2011,90,"Comedy,Romance,Sport",IN,en,5.9,3580
Chillatta,2021,116,"Action,Comedy,Romance",IN,\N,9.3,17
Swa,2022,138,Thriller,IN,en,7.6,1178
Night Call,2024,97,"Action,Thriller",IN,en,6.7,3237
Forgiveness,2015,90,"Crime,Drama,Mystery",IN,hi,5.7,114
Sengadal,2011,100,"Drama,War",IN,en,5.6,30
Austin High,2011,97,Comedy,IN,en,5.7,403
Detachment,2011,98,Drama,IN,en,7.7,108818
Sleepless Night,2011,103,"Action,Crime,Thriller",IN,en,6.6,5250
Welcome to the Punch,2013,99,"Action,Crime,Thriller",IN,en,6.1,35467
Axe Giant: The Wrath of Paul Bunyan,2013,90,"Action,Adventure,Fantasy",IN,en,3.5,1386
The Fall Guy,2024,126,"Action,Comedy,Drama",IN,en,6.8,238875
Circumstance,2011,107,Drama,IN,en,5.9,8212
Kalavar King,2010,138,Comedy,IN,\N,4.5,51
Le sens de l'humour,2011,110,"Comedy,Crime",IN,en,6.3,814
Ardaas Sarbat De Bhalle Di,2024,133,Drama,IN,en,8.0,407
Jawani Zindabaad,2010,140,"Comedy,Drama,Romance",IN,\N,8.6,14
Flying Swords of Dragon Gate,2011,122,"Action,Adventure",IN,en,5.9,8841
Vampire Academy,2014,104,"Action,Comedy,Drama",IN,en,5.4,58266
Aakhi Palakare Tu,2010,\N,Drama,IN,\N,7.6,16
Aalo Mora Kandhei,2010,156,Drama,IN,en,7.1,16
Aama Bhitare Kichhi Achhi,2010,165,"Action,Comedy,Drama",IN,\N,7.2,24
Buddha: The Great Departure,2011,111,"Adventure,Animation,Biography",IN,en,6.3,542
Dil Tate Deichi,2010,\N,Drama,IN,\N,6.8,11
Sanju Aau Sanjana,2010,\N,Drama,IN,\N,7.9,35
InSight,2011,92,"Drama,Mystery,Thriller",IN,en,4.8,1244
Apoorvaragam,2010,\N,Drama,IN,en,6.2,339
The Awakening,2011,102,"Drama,Horror,Mystery",IN,en,6.5,71375
Aurelie Laflamme's Diary,2010,108,"Comedy,Drama,Family",IN,en,6.4,223
Yagnam,2004,144,Action,IN,hi,5.9,177
Saadhyam,2010,112,Drama,IN,en,4.5,27
War Flowers,2012,99,"Drama,History,War",IN,hi,4.2,549
Lost Inside,2022,95,"Comedy,Drama",IN,hi,5.3,656
The Killing Tree,2022,73,"Comedy,Horror",IN,en,3.3,1070
Animal Crossing Christmas Festival: The Movie!,2023,88,"Adventure,Animation",IN,en,5.4,16
My Dear Bootham,2022,122,"Comedy,Family,Fantasy",IN,ta,5.9,460
Jamalinte Punjiri,2024,138,"Crime,Drama,Thriller",IN,en,8.6,173
Ziel,2021,\N,Thriller,IN,\N,9.4,22
Reroute,2022,114,Thriller,IN,hi,5.4,462
Kill Boksoon,2023,137,"Action,Thriller",IN,en,6.6,15335
Bhala Chora Bhala,2022,88,"Adventure,Drama,Thriller",IN,en,8.4,2012
How to Solve Your Own Murder,2024,99,"Drama,Sci-Fi",IN,en,4.0,164
You Ain't Seen Nothin' Yet,2012,115,"Comedy,Drama",IN,en,6.5,1753
Bro',2012,89,"Action,Crime,Drama",IN,en,3.2,782
The Mountain,2022,113,"Drama,Fantasy,Mystery",IN,en,6.0,687
Despicable Me 2,2013,98,"Adventure,Animation,Comedy",IN,en,7.3,451470
Haunted Factory,2022,\N,Horror,IN,\N,6.2,7
David Lynch: The Art Life,2016,88,"Biography,Documentary",IN,en,7.2,7559
The Pill,2011,83,"Comedy,Drama,Romance",IN,en,5.4,4015
Attenberg,2010,97,"Comedy,Drama,Romance",IN,en,6.2,8259
Django JD,2023,121,Romance,IN,en,8.9,17
Ami Soumitra,2022,\N,Documentary,IN,hi,10.0,7
Subarnabhumi,2020,\N,"Adventure,Thriller",IN,\N,9.5,9
Girftar,2007,\N,Action,IN,\N,4.5,8
Satan's Slaves 2: Communion,2022,119,"Drama,Horror,Mystery",IN,hi,6.7,4954
City Under Siege,2010,110,"Action,Sci-Fi,Thriller",IN,hi,4.7,1033
Before I Fall,2017,98,"Drama,Fantasy,Mystery",IN,en,6.4,59545
Planes,2013,91,"Adventure,Animation,Comedy",IN,te,5.7,51517
High Road,2011,87,Comedy,IN,en,5.1,1848
Begunaah,1991,150,"Action,Crime,Drama",IN,en,5.8,25
Don Seenu,2010,164,"Action,Comedy",IN,en,6.0,1215
Mehandi Ban Gai Khoon,1991,\N,Action,IN,en,5.0,32
Carnage,2011,80,"Comedy,Drama",IN,en,7.1,137094
Aarohan,2010,126,Family,IN,\N,6.7,21
Hirokin: The Last Samurai,2012,105,"Action,Adventure,Drama",IN,en,3.3,2051
Moss,2010,163,"Crime,Drama,Mystery",IN,en,6.7,2635
The Guilt Trip,2012,95,"Comedy,Drama",IN,hi,5.8,41427
Into the Grizzly Maze,2015,94,"Action,Adventure,Horror",IN,en,5.3,11328
That Kind of Summer,2022,137,Drama,IN,en,6.1,763
Baachi,2000,\N,Action,IN,\N,5.0,81
Tanu Weds Manu,2011,113,"Comedy,Drama,Romance",IN,en,6.8,17518
Mel Karade Rabba,2010,135,"Comedy,Drama,Romance",IN,en,7.2,947
Subha Vivaha,2010,\N,"Drama,Family,Musical",IN,\N,5.8,11
Pahili Raja,2010,\N,Drama,IN,\N,7.8,18
Anna Nicole Smith: You Don't Know Me,2023,116,"Biography,Documentary",IN,en,6.4,3751
Wild Seas,2022,93,"Drama,Romance",IN,en,5.6,526
The Night of the 12th,2022,115,"Crime,Drama,Mystery",IN,en,7.0,12356
Dug Up,2013,84,"Comedy,Horror",IN,en,4.8,404
Love U... Mr. Kalakaar!,2011,152,"Drama,Romance",IN,en,5.5,490
Nachavule,2008,\N,Romance,IN,en,6.7,143
Pind Di Kudi,2005,125,"Drama,Romance",IN,\N,6.2,15
Pranchiyettan and the Saint,2010,140,"Comedy,Drama",IN,en,8.2,6595
Haunted Mansion,2023,123,"Comedy,Drama,Family",IN,en,6.0,49100
The Virginity Hit,2010,86,"Comedy,Drama",IN,en,4.5,4042
Werewolf Game,2025,96,Horror,IN,en,2.7,152
Bad Timing,2022,67,Thriller,IN,en,4.6,51
Push: Part 1,2022,62,"Action,Crime,Drama",IN,en,8.6,13
Tere Mere Phere,2011,120,"Comedy,Drama,Romance",IN,\N,5.4,276
Orchestra Mysuru,2023,174,"Drama,Musical",IN,en,7.7,367
Healed,2023,90,Thriller,IN,en,3.6,676
Through the Night,2023,108,"Drama,Thriller",IN,en,6.2,784
Along Came Love,2023,125,"Drama,Romance",IN,en,6.5,1032
Siklo,2022,109,"Biography,Crime,Drama",IN,hi,4.9,664
American Night,2022,93,"Comedy,Drama,Thriller",IN,en,6.3,104
Pen Vilai Verum 999 Rubai Mattume,2022,120,Crime,IN,en,7.2,64
Sheroes,2023,91,"Action,Adventure,Comedy",IN,en,3.3,1764
Varma Veedu Teda,2022,120,"Drama,Thriller",IN,hi,8.0,978
Kavisamrat,2022,80,"Biography,Drama",IN,en,8.4,609
Sidney,2022,111,"Biography,Documentary",IN,en,7.8,1446
Die in a Gunfight,2021,92,"Action,Comedy,Crime",IN,en,4.5,4967
Beti: The Angel of God on the Earth,2021,114,Drama,IN,\N,9.0,9
Whispery,2021,99,"Drama,Romance",IN,hi,3.6,118
Super Shark,2011,87,"Action,Adventure,Comedy",IN,en,2.6,2596
Mahi Mera Nikka Jeha,2022,132,Comedy,IN,en,6.0,172
How to Survive Without Mum,2023,96,Comedy,IN,en,5.0,511
Throuple,2024,92,"Comedy,Drama,Romance",IN,en,6.4,80
Ellige Payana Yavudo Daari,2024,134,"Mystery,Thriller",IN,en,7.5,268
La Syndicaliste,2022,121,"Drama,Thriller",IN,en,6.6,1921
Gassed Up,2023,102,"Crime,Drama,Thriller",IN,en,5.2,525
Uniki,2022,120,"Crime,Mystery,Thriller",IN,en,3.6,126
Drifters,2011,111,"Comedy,Drama,Romance",IN,en,5.3,1042
Quarantine 2: Terminal,2011,86,"Horror,Sci-Fi,Thriller",IN,en,5.2,22032
Skyscraper,2011,90,"Comedy,Drama,Romance",IN,en,6.1,504
Elmar,2022,\N,Drama,IN,\N,8.5,8
Ottachodyam,2021,\N,Biography,IN,\N,9.1,10
Appudo Ippudo Eppudo,2024,120,"Action,Drama,Thriller",IN,en,4.7,253
The Strange Case of Dr Jekyll and Mr Hyde,2022,83,Thriller,IN,en,5.9,67
The Young Karl Marx,2017,118,"Biography,Drama,History",IN,en,6.6,7666
The Assistant,2022,124,"Action,Crime,Thriller",IN,hi,5.4,471
Raakshasaru,2022,150,Drama,IN,en,7.6,208
Kokowääh,2011,126,Comedy,IN,en,6.2,10706
Essentials: Feature Film,2022,106,Drama,IN,\N,8.8,15
Death Notice: A Serial Killer Leaving Notes,2023,99,"Crime,Mystery,Thriller",IN,en,5.4,366
Nezouh,2022,104,"Drama,War",IN,en,6.5,331
The Beanie Bubble,2023,110,"Comedy,Drama",IN,en,6.3,10316
Sausage Party,2016,89,"Adventure,Animation,Comedy",IN,hi,6.1,223326
The Deep Blue Sea,2011,98,"Drama,Romance",IN,en,6.2,17259
The Invisible Woman,2013,111,"Biography,Drama,History",IN,en,6.1,10822
DogMan,2023,115,"Action,Crime,Drama",IN,en,6.8,21048
Varalaru Mukkiyam,2022,150,"Comedy,Romance",IN,ta,4.2,618
Anatomy of a Fall,2023,151,"Crime,Drama,Mystery",IN,en,7.6,184575
Winter Boy,2022,122,Drama,IN,en,6.8,2049
Day of the Falcon,2011,130,"Action,Drama,History",IN,en,6.6,13029
Brihonnola one body two souls,2020,107,Drama,IN,\N,8.8,6
Strippers vs Werewolves,2012,93,"Action,Comedy,Crime",IN,en,3.0,2443
The Way He Looks,2014,96,"Drama,Romance",IN,en,7.9,29075
Kiss the Future,2023,103,"Documentary,Music",IN,en,7.6,710
The Home,2025,95,"Horror,Thriller",IN,en,5.4,5968
BhamaKalapam,2022,135,"Comedy,Crime,Thriller",IN,en,6.3,703
Safe Haven,2013,115,"Drama,Romance,Thriller",IN,en,6.7,120095
The Equalizer 3,2023,109,"Action,Crime,Thriller",IN,hi,6.8,154663
Trigun: Badlands Rumble,2010,90,"Action,Animation,Drama",IN,en,7.4,6207
The Hunter,2011,100,"Adventure,Drama,Thriller",IN,en,6.7,42417
Grave Encounters,2011,92,"Fantasy,Horror,Mystery",IN,en,6.1,69675
Boomba Ride,2021,76,Comedy,IN,en,8.2,47
Depth of Pyaar,2019,93,"Crime,Drama,Family",IN,en,6.7,1171
Genius,2016,104,"Biography,Drama",IN,en,6.5,22418
Ek Main Aur Ekk Tu,2012,110,"Comedy,Drama,Romance",IN,en,5.8,7510
The Great Magic,2022,110,"Comedy,Drama,Musical",IN,en,4.8,252
Ashta Chamma,2008,126,Comedy,IN,en,7.4,1245
Gaganam,2011,120,"Action,Crime,Thriller",IN,en,7.2,1264
My Big Father,2009,140,"Comedy,Drama",IN,\N,4.2,211
Navalny,2022,99,"Biography,Documentary",IN,en,7.7,32302
Dracula: The Original Living Vampire,2022,86,"Horror,Thriller",IN,hi,2.8,714
Hugas,2022,99,"Crime,Drama,Romance",IN,en,4.5,868
Aged,2023,90,"Drama,Horror,Thriller",IN,en,3.7,346
Teacher's Pet,2024,\N,Animation,IN,en,5.8,37
Into the Wind,2022,107,"Comedy,Drama,Romance",IN,hi,5.3,1341
Tata,2024,82,Documentary,IN,en,6.9,165
Bernie,2011,104,"Biography,Comedy,Crime",IN,en,6.8,66464
Kannalan,2021,\N,Drama,IN,\N,8.2,10
The African Desperate,2022,97,"Comedy,Drama",IN,hi,5.6,635
Sorry Day,2022,103,Drama,IN,\N,7.0,25
Polar Bear,2022,84,Documentary,IN,en,6.9,938
Explorer: The Last Tepui,2022,55,Documentary,IN,en,6.9,1435
Apes Together Strong,2023,89,Documentary,IN,en,7.5,405
State of Emergency,2011,90,"Horror,Sci-Fi,Thriller",IN,en,5.2,3300
The Breaking Ice,2023,97,"Drama,Romance",IN,en,6.5,1445
Mankatha,2011,155,"Action,Crime,Thriller",IN,te,7.7,17336
Ikir Mikir,2022,104,Thriller,IN,\N,8.3,11
Honey Bunny As Police Petrol,2019,\N,"Action,Animation,Comedy",IN,\N,7.9,11
The Shade,2023,127,"Drama,Horror",IN,en,4.5,672
Hotel Pula,2023,95,"Drama,Romance",IN,en,6.2,259
Tezz,2012,121,"Action,Crime,Drama",IN,en,4.1,2736
The Kingdom of Solomon,2010,110,"Action,Biography,Drama",IN,en,6.1,5276
Chronicle,2012,84,"Adventure,Drama,Sci-Fi",IN,en,7.0,274274
Ekti Tarar Khonje: Beyond the Stars,2010,138,Thriller,IN,\N,6.3,65
Ghosts of Hiroshima,2022,79,Horror,IN,en,4.5,212
Snowpiercer,2013,126,"Action,Sci-Fi,Thriller",IN,en,7.1,413417
Revival,2023,95,"Crime,Romance,Thriller",IN,en,4.5,121
Nay Varan Bhat Loncha Kon Nai Koncha,2022,112,"Crime,Drama,Thriller",IN,hi,6.4,654
Dorakuna Ituvanti Seva,2022,114,"Crime,Thriller",IN,en,8.4,69
Cold Meat,2023,90,Thriller,IN,en,5.3,2880
Craving,2023,83,"Crime,Horror,Thriller",IN,en,4.3,3317
Franz,2025,127,"Biography,Drama,History",IN,en,6.4,466
Shackled,2023,86,Thriller,IN,en,2.7,125
Happer's Comet,2022,62,Drama,IN,en,5.8,157
Ekam: Son of Soil,2010,148,"Action,Comedy,Drama",IN,\N,6.7,208
Lad Gaya Pecha,2010,143,Comedy,IN,\N,7.3,8
Lagda Ishq Ho Gaya,2009,150,Romance,IN,\N,4.6,23
Lakh Pardesi Hoiye,2008,151,Drama,IN,\N,5.7,13
Dead Sexy,2010,80,Comedy,IN,hi,4.8,8
Pakaram,2015,122,Drama,IN,\N,8.3,18
White Rose,2024,117,Thriller,IN,hi,4.3,477
A Good Man,2011,86,Documentary,IN,en,7.6,14
Siberian Sniper,2021,95,"History,War",IN,en,5.5,569
Weird: The Al Yankovic Story,2022,108,"Action,Biography,Comedy",IN,en,6.8,46998
Concerned Citizen,2022,82,"Comedy,Drama",IN,en,5.9,505
Bondhu,2022,55,Drama,IN,hi,7.7,20
Name the Demon,2024,77,Horror,IN,en,3.6,206
I Can't Breathe (God Forgive Them),2022,65,Drama,IN,en,4.4,3712
The Alien Report,2024,81,"Horror,Sci-Fi,Thriller",IN,en,4.6,161
Dead Talents Society,2024,111,"Comedy,Horror,Thriller",IN,en,7.0,3341
Be My Family,2023,132,"Comedy,Drama,Family",IN,en,6.2,153
Spaghetti,2023,81,"Drama,Thriller",IN,en,3.3,3480
Boonie Bears: Back to Earth,2022,97,"Animation,Comedy,Family",IN,hi,5.6,742
Pleasant Goat and Big Big Wolf: Dunk for Future,2022,94,"Animation,Drama,Sport",IN,en,7.2,99
Gaurav Ki Sweety,2022,\N,"Drama,Romance",IN,\N,8.2,7
Chalo Hamara Des,2008,98,"Documentary,Music",IN,\N,8.3,7
Irumbukkottai Murattu Singam,2010,143,Drama,IN,\N,5.9,450
Kutty,2010,157,Romance,IN,en,5.5,1023
Malarvaadi Arts Club,2010,122,"Comedy,Drama",IN,en,6.6,703
The Dragon Pearl,2011,93,"Adventure,Family,Fantasy",IN,en,4.7,1055
The Last Days on Mars,2013,98,"Adventure,Horror,Sci-Fi",IN,en,5.5,40345
Citizen Gangster,2011,105,"Crime,Drama",IN,en,6.1,4697
Return to Dust,2022,131,Drama,IN,hi,7.6,2886
Soul of Sand,2010,99,"Drama,Mystery,Thriller",IN,\N,5.7,106
Joyful Noise,2012,118,"Comedy,Drama,Music",IN,en,5.7,9054
Lola Versus,2012,87,Comedy,IN,en,5.5,9093
Caroline and Jackie,2012,85,"Drama,Mystery",IN,en,5.7,966
Vile,2011,88,"Horror,Mystery",IN,en,4.8,7014
21 & Over,2013,93,Comedy,IN,en,5.8,79114
Elsamma Enna Aankutty,2010,\N,"Comedy,Drama",IN,en,6.2,436
Em Pillo Em Pillado,2010,\N,Drama,IN,en,4.9,31
Office Christmas Party,2016,105,Comedy,IN,en,5.9,92326
Vaanam,2011,140,"Action,Crime,Drama",IN,en,7.3,2156
The Lone Ume Tree,2021,77,Drama,IN,en,6.3,123
Alex Cross,2012,101,"Action,Crime,Mystery",IN,en,5.2,36515
The Ages of Love,2011,125,"Comedy,Romance",IN,en,5.9,4705
Message from the King,2016,102,"Action,Crime,Drama",IN,en,6.4,19019
Triple 9,2016,115,"Action,Crime,Drama",IN,en,6.3,80580
O Amante de Júlia,2022,106,Romance,IN,hi,5.7,77
Nishiddho,2022,124,Drama,IN,en,8.5,39
The Bay,2012,85,"Horror,Sci-Fi,Thriller",IN,en,5.7,32059
Padmashri,2022,151,"Comedy,Crime,Drama",IN,en,7.0,1122
Piranha 3DD,2012,83,"Comedy,Horror,Sci-Fi",IN,en,3.8,47426
The Spectacular Now,2013,95,"Drama,Romance",IN,en,7.0,167004
The Woman,2011,103,"Drama,Horror,Thriller",IN,hi,6.0,27247
Weekend,2011,97,"Drama,Romance",IN,en,7.6,34145
The Novelist's Film,2022,92,Drama,IN,hi,6.8,1659
Beauty and the Least: The Misadventures of Ben Banks,2012,85,"Comedy,Drama,Romance",IN,en,4.2,511
Do Dooni Chaar,2010,112,"Comedy,Crime,Drama",IN,en,7.5,6184
Midnight's Children,2012,146,Drama,IN,en,6.2,3461
Only Lovers Left Alive,2013,123,"Comedy,Drama,Fantasy",IN,hi,7.2,113814
Neighborhood Watch,2025,92,"Crime,Thriller",IN,en,6.2,7568
Time of Eve,2010,106,"Animation,Drama,Romance",IN,hi,7.2,4313
Maut Ka Saya,1982,\N,Drama,IN,\N,5.9,13
The Watermen,2012,94,"Horror,Thriller",IN,en,3.1,1365
Bending the Rules,2012,83,"Comedy,Crime",IN,en,4.9,2425
Cartoon Classics - Vol. 1: 25 Favorite Cartoons - 3 Hours,2017,176,Animation,IN,en,7.2,28
Plus Two,2010,\N,Drama,IN,en,3.6,34
A E I O U: A Quick Alphabet of Love,2022,105,"Comedy,Drama,Romance",IN,hi,5.5,504
The Hobby,2024,88,Documentary,IN,en,6.2,149
How to Die in Oregon,2011,107,"Documentary,Drama,Family",IN,en,8.2,2094
Strong Enough,2022,70,"Drama,Sport",IN,en,5.8,151
