primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,language
Vindu Bhojanam,2024,103,Family,7.0,56,hi
Cyber Hell: Exposing an Internet Horror,2022,105,"Crime,Documentary",6.5,2405,hi
Imagine,2022,78,"Drama,Romance",6.0,540,hi
You've Got a Friend,2022,115,"Drama,Romance",6.1,91,hi
Aftersun,2022,102,Drama,7.6,121417,hi
Jonah,2023,89,"Mystery,Sci-Fi,Thriller",5.8,4218,hi
High & Low: The Worst X,2022,119,Action,6.6,882,hi
The Fabric of the Human Body,2022,115,Documentary,7.1,821,hi
Tapana,2022,96,Romance,7.1,1471,hi
Bairan Palli,2023,91,"Horror,Thriller",8.0,2249,hi
Policeman,2011,105,"Crime,Drama",6.3,1151,hi
Mediterranean Fever,2022,108,"Comedy,Drama",6.7,617,hi
Les Harkis,2022,82,"Drama,History,War",6.1,178,hi
Rurouni Kenshin Part I: Origins,2012,134,"Action,Adventure,Drama",7.4,30689,hi
Rush,2013,123,"Biography,Drama,Sport",8.1,547770,hi
Toy Story 4,2019,100,"Adventure,Animation,Comedy",7.6,305258,hi
The Good Dinosaur,2015,93,"Action,Adventure,Animation",6.7,136659,hi
Two Sisters and a Husband,2022,104,\N,4.1,41,hi
Love in Ukraine,2022,\N,"Action,Romance",9.2,87,hi
Critical Keertanegalu,2022,129,Comedy,6.4,690,hi
Parahuna 2,2024,115,"Comedy,Romance",6.5,87,hi
Kehvatlal Parivar,2022,135,Comedy,8.2,589,hi
Breaking the Ice,2022,102,"Drama,Romance,Sport",6.0,386,hi
Untrapped: The Story of Lil Baby,2022,93,Documentary,6.6,550,hi
Pain & Gain,2013,129,"Action,Biography,Comedy",6.4,238672,hi
Begin Again,2013,104,"Comedy,Drama,Music",7.4,174271,hi
Gandhi to Hitler,2011,108,"Drama,History,War",2.4,241,hi
Housefull 2,2012,145,"Action,Comedy,Drama",5.4,17515,hi
Satellite of Love,2012,79,"Drama,Romance",5.5,135,hi
The Young and Prodigious T.S. Spivet,2013,105,"Adventure,Comedy,Drama",7.0,21080,hi
Thor: The Dark World,2013,112,"Action,Adventure,Fantasy",6.7,764404,hi
Geostorm,2017,111,"Action,Sci-Fi,Thriller",5.4,130097,hi
Kadambari Aajo,2022,\N,Drama,8.1,521,hi
7 seX 7,2011,87,"Drama,Romance",3.8,811,hi
TFTNW,2022,\N,Comedy,7.1,9,hi
Pitch Perfect,2012,112,"Comedy,Music,Romance",7.1,345643,hi
Runway: Love Among Gun Shots...,2009,102,"Action,Crime,Drama",5.0,36,hi
Jaspal,2024,106,"Crime,Drama,Thriller",7.0,35,hi
Babli Bouncer,2022,118,"Comedy,Drama",6.5,9328,hi
Ulajh,2024,150,"Crime,Drama,Thriller",6.0,25300,hi
Lalbaug Parel: Zali Mumbai Sonyachi,2010,146,Action,7.3,387,hi
Three Ways,2022,92,Comedy,5.4,359,hi
Hell Dogs,2022,138,"Action,Crime,Drama",6.7,2516,hi
Man of the Match,2022,115,"Comedy,Drama",5.8,1231,hi
Sakutumba Sametha,2022,\N,Drama,7.5,229,hi
Fear the Night,2023,92,"Action,Horror,Thriller",4.9,5581,hi
Free! The Final Stroke Part 2,2022,107,Animation,6.7,162,hi
Dekh Bhai Dekh: Laughter Behind Darkness,2009,105,"Comedy,Crime,Drama",4.5,42,hi
Fakt Mahilao Maate,2022,137,Comedy,7.6,1044,hi
Música,2024,91,"Comedy,Music,Romance",6.4,5278,hi
Looking for Her,2022,104,"Comedy,Drama,Romance",6.6,1366,hi
Lal Jose,2022,120,Drama,3.0,60,hi
Mad Fate,2023,109,"Mystery,Thriller",6.4,1049,hi
Raktneeti,2023,\N,Thriller,9.4,35,hi
Little Bone Lodge,2023,93,"Crime,Horror,Mystery",6.0,13640,hi
Civil: Ben Crump,2022,101,"Biography,Documentary",5.8,274,hi
The Angry Birds Movie,2016,97,"Action,Adventure,Animation",6.3,113854,hi
Cloudy with a Chance of Meatballs 2,2013,95,"Adventure,Animation,Comedy",6.3,122880,hi
Desi Boyz,2011,122,"Comedy,Drama,Romance",5.7,16018,hi
Love in Between,2010,105,"Drama,Romance",5.9,314,hi
I Against I,2012,84,"Crime,Thriller",4.3,603,hi
Afrika,2022,54,"Drama,Family,Romance",6.8,38,hi
Land of Bad,2024,113,"Action,Thriller",6.6,55589,hi
Ae Watan Mere Watan,2024,133,"Biography,Drama,History",4.7,1418,hi
Maja Ma,2022,134,"Comedy,Drama",6.2,2961,hi
Jaysuk Zdpayo,2022,134,Comedy,5.3,289,hi
Trevor: The Musical,2022,113,Musical,6.0,442,hi
Sayen,2023,94,"Action,Thriller",4.7,1296,hi
My Happy Marriage,2023,115,"Drama,Fantasy,History",7.0,1856,hi
Venghai,2011,155,"Action,Drama,Romance",5.1,1071,hi
Virodhi,2011,\N,Drama,6.8,40,hi
Blink,2024,136,"Sci-Fi,Thriller",6.9,1668,hi
Eating Miss Campbell,2022,84,"Comedy,Horror",4.5,613,hi
A Wonderful Time of the Year,2022,89,"Comedy,Family",4.5,225,hi
The Upside,2017,126,"Comedy,Drama",7.1,68396,hi
Thuruthu,2023,101,Drama,9.5,20,hi
Kasthuri Mahal,2022,120,Drama,5.3,27,hi
Kaliwaan,2022,111,"Crime,Drama,Thriller",4.8,673,hi
Dharmaveer,2022,176,"Biography,Crime,Drama",7.9,2254,hi
Shadow Master,2022,90,Action,3.7,949,hi
Parde Mein Rehne Do,2022,97,"Comedy,Romance",4.7,238,hi
Naalaiya Theerpu,1992,140,"Drama,Romance",7.3,1433,hi
Good Grief,2023,100,"Comedy,Drama,Romance",6.4,12540,hi
Salt n' Pepper,2011,118,"Comedy,Drama,Romance",7.4,2228,hi
Kadaknath,2022,76,"Comedy,Drama",7.4,8,hi
Krishna Vrinda Vihari,2022,139,"Comedy,Drama,Romance",5.8,2600,hi
Shekar,2022,131,"Action,Drama,Thriller",8.4,137,hi
Vedikkettu,2023,158,"Comedy,Drama",5.4,759,ml
Gianluca Vacchi - Mucho Más,2022,71,Documentary,3.8,354,hi
A Waltons Thanksgiving,2022,90,Drama,5.8,298,hi
Adventures Into the Woods: A Sexy Musical,2012,100,"Comedy,Fantasy,Musical",4.0,293,hi
Force,2011,137,"Action,Crime,Drama",6.5,9021,hi
Toss: A Flip of Destiny,2009,\N,"Crime,Drama,Thriller",8.0,18,hi
Aamras: The Sweet Taste of Friendship,2009,\N,Drama,5.7,72,hi
Our Kind of Traitor,2016,108,"Action,Crime,Drama",6.3,25343,hi
Lore,2012,109,"Drama,Romance,War",7.0,16390,hi
Naadodigal,2009,161,"Action,Drama,Musical",7.7,1576,hi
American Dream,2021,83,"Action,Adventure,Crime",4.5,308,hi
American Star,2024,107,"Drama,Mystery,Thriller",5.5,2685,hi
Love Kaa Taddka,2009,\N,"Comedy,Drama",5.1,36,hi
Singam Puli,2011,140,"Action,Thriller",4.4,254,hi
Funral,2022,\N,Drama,7.4,114,mr
Cycle Kick,2011,86,"Drama,Sport",6.1,115,hi
Hell Fest,2018,89,"Horror,Mystery,Thriller",5.5,21188,hi
Not a Love Story,2011,100,"Crime,Drama,Thriller",5.2,756,hi
Breathe In,2013,98,"Drama,Romance",6.3,16046,hi
Would You Rather,2012,93,"Horror,Thriller",5.7,48897,hi
Machete Kills,2013,107,"Action,Comedy,Crime",5.6,84916,hi
Anegan,2015,154,"Action,Romance,Thriller",6.7,4319,hi
War Dogs,2016,114,"Biography,Comedy,Crime",7.1,287642,hi
Tekken: Blood Vengeance,2011,92,"Action,Animation,Fantasy",5.8,5997,hi
The 33,2015,127,"Biography,Drama,History",6.9,41230,hi
Divorce Invitation,2012,110,"Comedy,Romance",4.5,1642,hi
Do Numbri,1998,139,Action,4.2,44,hi
A Aa E Ee,2009,137,Family,5.8,61,hi
Hindustani Sipahi,2002,128,Action,7.0,20,bn
Thambikottai,2011,150,Action,4.5,75,hi
"LaRoy, Texas",2023,112,"Comedy,Crime,Thriller",6.5,7581,hi
Kunlun Jie : Jiao Ren Lei,2022,\N,Action,6.9,49,hi
Race for Glory: Audi vs. Lancia,2024,109,"Biography,Drama,Sport",5.8,5582,hi
Sting,2024,91,"Horror,Sci-Fi,Thriller",5.7,18406,hi
The Outsider,2018,120,"Crime,Drama,Thriller",6.3,31057,hi
Sachertorte,2022,112,"Comedy,Drama,Romance",6.8,1570,hi
A Tourist's Guide to Love,2023,94,"Adventure,Comedy,Romance",5.8,8138,hi
Knox Goes Away,2023,114,"Crime,Thriller",7.0,28797,hi
Jhilli (Discards),2021,93,Drama,7.6,66,hi
Faithfully Yours,2022,95,"Crime,Mystery,Thriller",5.8,7551,hi
The Wind Rises,2013,126,"Animation,Biography,Drama",7.8,109517,hi
The Mummy: Resurrection,2022,85,Horror,3.5,282,hi
Jihne Mera Dil Luteya,2011,135,"Comedy,Drama",7.4,1191,hi
The Greatest Hits,2024,94,"Comedy,Drama,Music",6.2,8310,hi
Guardians of the Galaxy,2014,121,"Action,Adventure,Comedy",8.0,1340157,ta
Dahaan,2025,132,Horror,8.3,12,hi
Trikanya,2022,\N,"Drama,Romance",6.7,8,hi
Teja Bhai and Family,2011,146,Comedy,4.3,482,hi
The Bricklayer,2023,110,"Action,Thriller",5.2,13474,hi
Alienoid,2022,142,"Action,Adventure,Fantasy",6.3,7289,hi
Ek Tha Tiger,2012,132,"Action,Adventure,Drama",5.7,41599,hi
Man of Tai Chi,2013,105,"Action,Drama",6.0,42047,hi
Meri Life Mein Uski Wife,2009,\N,"Comedy,Drama",5.2,42,hi
The Smurfs 2,2013,105,"Adventure,Animation,Comedy",5.3,49531,hi
All Is Lost,2013,106,"Action,Adventure,Drama",6.9,86825,hi
Journey to the West: Conquering the Demons,2013,110,"Action,Adventure,Comedy",6.7,14846,hi
Our House,2018,90,"Drama,Horror,Mystery",5.3,9794,hi
Kandireega,2011,130,"Action,Comedy,Romance",6.2,1054,hi
Headmaster,2022,94,Drama,7.8,1184,hi
Green Lantern: Beware My Power,2022,88,"Action,Adventure,Animation",6.1,5876,hi
"Love, Divided",2024,98,"Comedy,Romance",6.0,4960,hi
Play Dead,2022,106,"Horror,Thriller",5.2,5116,hi
Eternal Spring,2022,86,"Animation,Documentary",7.0,1780,hi
Doblado,2022,102,Drama,4.7,213,hi
Alienoid: The Return to the Future,2024,122,"Action,Fantasy,Sci-Fi",6.5,3020,hi
Who Am I,2023,119,Drama,8.5,68,hi
SNT Forces,2019,108,"Action,Adventure,Sci-Fi",8.6,14,hi
Conjuring: The Beyond,2022,91,"Drama,Horror,Mystery",2.3,888,hi
Sonu Tane Mara Par Bharoso Nai Ke,2022,125,Comedy,5.9,243,hi
Anel Meley Panithuli,2022,116,Drama,6.9,363,hi
No Bears,2022,106,"Drama,Romance",7.2,4862,hi
Ghantadi,2022,\N,Comedy,7.6,52,hi
Minimum,2024,\N,Drama,7.6,33,hi
Conclave,2024,120,"Drama,Thriller",7.4,223957,hi
Hit Man,2023,115,"Comedy,Crime,Romance",6.8,123642,hi
Kallan,2022,125,"Action,Drama",6.6,40,hi
Pusoy,2022,116,"Crime,Drama,Thriller",5.0,375,hi
Emuthi Puthi,2022,105,"Comedy,Drama",7.9,104,hi
Woody Woodpecker Goes to Camp,2024,100,"Adventure,Animation,Comedy",4.5,2778,hi
Hitman: Chapter 1,2025,\N,Action,8.6,11,hi
Terror Train,2022,90,"Horror,Mystery",4.6,1433,hi
1996 Dharmapuri,2022,132,"Action,Drama,Romance",6.6,2023,hi
Abnormality,2022,90,"Drama,Thriller",6.6,34,hi
Kemiti a Bandhan,2011,\N,"Action,Drama,Romance",7.7,9,bn
Kshanbhar Vishranti,2010,159,Family,6.4,238,hi
Ghaznavi,2023,115,Thriller,7.2,21,hi
Rowthiram,2011,155,"Action,Drama",5.3,436,hi
Vesper,2022,114,"Adventure,Drama,Sci-Fi",6.0,26478,hi
Vetri kodi kattu,2000,\N,"Comedy,Drama,Romance",7.2,369,ta
Dhagad Saamba,2022,132,"Action,Comedy,Drama",7.6,2120,hi
Putahe,2022,114,Drama,4.6,303,hi
Wicked Little Letters,2023,100,"Biography,Comedy,Crime",7.0,41201,hi
Mama,2013,100,"Fantasy,Horror,Thriller",6.2,197916,hi
The Unspeakable Act,2012,91,Drama,5.8,689,hi
Maamannan,2023,157,"Action,Drama,Thriller",6.7,6230,hi
Deep in It,2022,98,"Action,Crime,Thriller",2.2,207,hi
Grinding Humanity,2022,\N,Drama,8.2,11,hi
Identity Thief,2013,111,"Comedy,Crime,Drama",5.7,146440,hi
Haemolymph,2022,\N,Drama,8.8,199,hi
Non-Stop,2014,106,"Action,Mystery,Thriller",6.9,284456,hi
Moondram Athigharam,2022,125,Action,8.9,38,hi
Bhirkit,2022,130,Comedy,8.1,107,mr
The Broken Circle Breakdown,2012,111,"Drama,Music,Romance",7.7,44827,hi
12 Years a Slave,2013,134,"Biography,Drama,History",8.1,774781,hi
Romancham,2023,130,"Comedy,Horror",7.5,10888,hi
Mar Dare Maya Ma,2022,147,Drama,8.7,71,hi
Naadi Dosh,2022,131,"Drama,Family,Romance",7.2,1518,hi
A Man,2022,121,"Drama,Mystery,Romance",6.9,1916,hi
Kahani Rubberband Ki,2022,120,"Comedy,Drama,Family",5.2,1131,hi
What Is a Woman?,2022,95,Documentary,8.1,47116,hi
The Greatest Lie Ever Sold: George Floyd and the Rise of BLM,2022,79,Documentary,7.0,5265,hi
The Finest Hours,2016,117,"Action,Drama,History",6.7,73778,hi
Muqaam,2022,\N,Crime,8.3,10,hi
Life,2023,193,Drama,7.1,3313,gu
Pareshan,2023,131,Comedy,5.7,315,hi
Kyaa Super Kool Hain Hum,2012,136,Comedy,5.0,4360,hi
Albert Brooks: Defending My Life,2023,88,"Biography,Documentary",7.4,1784,hi
Faithful,2022,97,"Drama,Thriller",5.1,208,hi
Twilight of the Warriors: Walled In,2024,126,"Action,Crime,Thriller",6.9,11238,hi
Veer-Isha Nu Seemant,2022,125,"Drama,Family",5.4,127,hi
Lakadbaggha,2023,129,"Action,Comedy,Crime",6.2,2494,hi
The Reluctant Fundamentalist,2012,130,"Drama,Thriller",6.8,15058,hi
Lead Us Not Into Temptation,2011,105,Drama,6.1,305,hi
Aazaan,2011,125,"Action,Musical,Thriller",4.4,390,hi
Downloaded,2013,106,Documentary,6.8,2856,hi
Kanchana: Muni 2,2011,171,"Action,Comedy,Horror",6.7,2483,hi
The Great Wall,2016,103,"Action,Adventure,Fantasy",5.9,157075,hi
Khroniki izmeny,2010,111,Drama,4.8,63,hi
Starlet,2012,103,Drama,7.0,10488,hi
Girls Against Boys,2012,93,"Drama,Horror,Thriller",4.8,4067,hi
The Gambler,2014,111,"Crime,Drama,Thriller",6.0,76823,hi
20 Year Old Virgins,2011,97,Comedy,4.0,786,hi
Suraapanam,2022,145,Drama,7.0,3157,hi
Trojan,2022,103,Mystery,8.4,84,hi
Moscowin Kaveri,2010,97,Romance,5.0,71,ta
A Day and a Half,2023,94,"Action,Drama,Thriller",5.8,3537,hi
Thunderstruck,2012,94,"Comedy,Family,Fantasy",5.1,6265,hi
A Tree of Life,2022,80,Documentary,6.6,289,hi
Reggie,2023,104,"Documentary,Sport",7.1,869,hi
Gladbeck: The Hostage Crisis,2022,91,"Crime,Documentary",7.5,3275,hi
Receipt,2022,97,Drama,8.7,25,hi
Countryside Gunday,2022,\N,Action,6.9,17,hi
Freud's Last Session,2023,110,Drama,6.1,7484,hi
Dharani Mandala Madhyadolage,2022,149,Drama,6.2,1169,hi
Ittu Si Baat,2022,110,Drama,6.3,692,hi
Paap Punyo,2022,125,"Drama,Family,Thriller",7.0,468,hi
Hum Phirr Milein Na Milein,2009,\N,"Drama,Romance",5.3,10,hi
Inside Llewyn Davis,2013,104,"Drama,Music",7.4,169969,hi
Nam Naadu,2007,160,"Action,Crime,Drama",5.0,41,hi
Twilight Portrait,2011,105,Drama,6.3,956,hi
Christmas on Repeat,2022,89,"Comedy,Drama,Romance",5.3,286,hi
Labour,2021,100,Drama,8.6,47,hi
Oye Makhna,2022,127,Romance,6.3,313,hi
Last Night of Amore,2023,124,"Drama,Thriller",7.1,6183,hi
The Cannabis Diary,2022,93,Crime,8.5,21,hi
Beetlejuice Beetlejuice,2024,105,"Comedy,Fantasy,Horror",6.6,165507,hi
X-Deal,2011,90,Drama,4.9,148,hi
Unfreedom,2014,102,"Crime,Drama,Romance",5.0,2054,hi
Called to Duty,2023,100,Action,2.3,523,hi
Europa Report,2013,90,"Drama,Mystery,Sci-Fi",6.4,78291,hi
Autorickshawkarante Bharya,2022,114,Drama,4.5,787,hi
Men in Hope,2011,115,"Comedy,Drama,Romance",7.0,4885,hi
Rust and Bone,2012,120,"Drama,Romance",7.4,72518,hi
Side Effects,2013,106,"Crime,Drama,Mystery",7.1,203055,hi
The English Teacher,2013,93,"Comedy,Drama",5.8,13548,hi
Body,2011,104,Drama,5.5,1446,hi
Christmas on Mistletoe Farm,2022,102,"Comedy,Family",4.5,2121,hi
The Promised Land,2023,127,"Action,Biography,Drama",7.7,37295,hi
Dark Suns,2023,75,"Action,Adventure,Fantasy",5.3,28,hi
Oh Belinda,2023,97,"Comedy,Drama",5.3,3725,hi
A Bigger Splash,2015,125,"Drama,Music,Thriller",6.4,35862,hi
Eye in the Sky,2015,102,"Action,Drama,Thriller",7.3,95052,hi
Mujhse Fraaandship Karoge,2011,106,"Comedy,Drama,Romance",6.9,4223,hi
The Railway Man,2013,116,"Biography,Drama,Romance",7.1,44113,hi
13 Sins,2014,93,"Horror,Thriller",6.3,41509,hi
No,2012,118,"Drama,History",7.4,26937,hi
Suze,2023,93,"Comedy,Drama",6.7,1157,hi
Mahi,2022,110,Drama,6.4,14,ml
Three,2023,97,Drama,5.4,200,hi
India's Sons,2022,90,Documentary,9.6,363,hi
Glamour Girls,2022,125,Drama,3.5,242,hi
To the Forest of Firefly Lights,2011,45,"Animation,Drama,Fantasy",7.8,24489,hi
Interview with a Hitman,2012,96,"Action,Crime,Drama",5.8,10979,hi
Song to Song,2017,129,"Drama,Music,Romance",5.6,23726,hi
Venicile Vyapari,2011,\N,"Comedy,Drama,Family",5.2,478,ml
Kya Dilli Kya Lahore,2014,98,"Drama,History,War",7.3,1957,hi
Pazhani,2008,159,"Action,Drama",3.0,186,hi
"I, Me Aur Main",2013,108,"Comedy,Drama,Musical",4.7,2086,hi
London Paris New York,2012,100,Romance,5.6,3879,hi
Love Cuts,2010,118,Drama,5.2,43,hi
The Longest Week,2014,86,"Comedy,Drama,Romance",5.4,14068,hi
Engeyum Eppodhum,2011,138,"Comedy,Drama,Romance",7.8,2406,ta
Rocketman,2019,121,"Biography,Drama,Music",7.3,206066,hi
Shortcut Romeo,2013,146,"Action,Crime,Drama",3.0,331,hi
Mummy Punjabi: Superman Ki Bhi Maa!!,2011,121,"Comedy,Drama",5.2,49,hi
American Carnage,2022,101,"Action,Comedy,Horror",4.9,5642,hi
Zom 100: Bucket List of the Dead,2023,128,"Action,Comedy,Fantasy",5.5,7862,hi
Secrets,2022,103,Drama,4.5,420,hi
Juni the Last Prayer,2022,\N,Drama,7.0,1134,hi
Silenced,2011,125,"Crime,Drama,Thriller",8.0,26135,hi
Bejawada,2011,\N,Action,3.3,279,hi
Jurassic Shark,2012,78,"Action,Adventure,Comedy",1.5,5185,hi
Business Man,2012,133,"Action,Crime,Drama",7.2,12269,hi
Are All Men Pedophiles?,2013,70,Documentary,5.8,7037,hi
Mayakkam Enna,2011,145,"Drama,Musical,Romance",7.7,4618,hi
Shanghai,2012,120,"Crime,Drama,Mystery",7.2,11050,hi
Attack on Titan Part 1,2015,98,"Action,Adventure,Drama",5.0,16309,hi
Sleepless,2017,95,"Action,Crime,Thriller",5.6,36109,hi
Kerosene,2022,120,"Action,Crime,Drama",7.4,3472,hi
Top Gunner: Danger Zone,2022,86,"Action,Thriller",2.2,404,hi
Saheb Biwi Aur Gangster,2011,118,"Action,Crime,Drama",7.1,4532,hi
22 Shey Shraban,2011,139,"Action,Crime,Drama",8.1,6591,hi
Bachcha Aur Shaitan Horror Movie,2022,\N,Horror,7.5,10,hi
Island of Desire,2022,92,Thriller,3.8,368,hi
Paramathma,2011,127,Romance,7.3,1292,hi
Katha Kanchiki Manam Intiki,2022,140,Horror,5.4,124,hi
Tumse Na Ho Payega,2023,132,Comedy,7.6,2548,hi
Ip Man 4: The Finale,2019,107,"Action,Biography,Drama",7.0,39792,hi
Kanakarajyam,2024,125,Drama,6.3,142,ml
Khela Hobe,2023,\N,Drama,6.6,14,hi
Rajahmundry Rose Milk,2022,\N,Comedy,8.8,22,hi
Jaladhara Pumpset Since 1962,2023,139,Comedy,4.6,282,hi
Raja rani roarer rocket,2022,\N,Romance,6.7,264,hi
Vivaha Avahanam,2022,128,"Comedy,Drama,Romance",6.0,306,hi
Chaos Walking,2021,109,"Action,Adventure,Drama",5.7,61731,hi
Book Club: The Next Chapter,2023,107,"Comedy,Romance",5.6,9698,hi
Madatha Kaaja,2011,141,Comedy,5.4,105,hi
Spark 1.0,2022,134,"Action,Drama",7.6,2037,hi
Akka Kuruvi,2022,120,Family,6.6,51,hi
Rowdy Rathore,2012,140,"Action,Comedy,Crime",5.8,26129,hi
Ji Wife Ji,2023,122,"Comedy,Drama,Romance",5.5,399,hi
Feed,2022,104,Horror,4.8,8594,hi
Madhi,2022,139,Musical,8.7,2211,hi
Maro Prapancham,2023,109,"Drama,Sci-Fi,Thriller",7.2,2109,hi
Seal Patrol,2014,80,"Action,Sci-Fi,Thriller",3.6,775,hi
Steve Jobs,2015,122,"Biography,Drama",7.2,185283,hi
Titu Ambani,2023,116,Drama,6.1,317,hi
Chaku Master,1974,82,Action,4.4,16,hi
Always,2011,108,"Action,Drama,Romance",7.7,12276,hi
Barfi!,2012,151,"Comedy,Drama,Romance",8.1,91926,hi
Rajapattai,2011,127,"Action,Comedy",3.3,777,hi
The Best Man Holiday,2013,123,"Comedy,Drama",6.6,17578,hi
Trouble with the Curve,2012,111,"Drama,Romance,Sport",6.8,71357,hi
Eradication,2022,87,"Horror,Thriller",4.2,1006,hi
Last Suspect,2023,119,"Crime,Drama,Mystery",5.8,314,hi
Kochaal,2022,147,"Comedy,Drama,Thriller",6.7,372,hi
Thai Massage,2022,124,Comedy,6.2,2094,hi
Ardh,2022,84,"Drama,Romance",7.4,3887,hi
Shikaaru,2022,130,Comedy,5.3,152,hi
Sidhus of Southall,2023,120,"Comedy,Family",4.4,148,hi
The Imitation Game,2014,114,"Biography,Drama,Thriller",8.0,865012,hi
Sita Ramam,2022,163,"Action,Drama,Musical",8.5,80032,hi
Otta,2023,148,Drama,8.1,198,hi
Fourth of July,2022,90,"Comedy,Drama",6.7,2441,hi
Ved,2022,148,"Drama,Romance",7.2,5553,hi
Mega Move,2022,\N,Documentary,6.4,9,hi
Konda,2022,121,"Action,Biography,Drama",7.7,2106,hi
Intimate Betrayals,2022,99,Drama,6.0,50,hi
The Artifice Girl,2022,93,"Mystery,Sci-Fi,Thriller",6.6,12542,hi
Headless Horseman,2022,85,"Action,Horror",3.2,270,hi
Breathe Again,2022,99,Drama,4.8,82,hi
Camp Pleasant Lake,2024,90,Horror,3.2,2449,hi
Lifemark,2022,105,"Biography,Drama",6.2,1534,hi
Requiem for a Scream,2022,80,"Horror,Mystery,Thriller",4.0,387,hi
Vasanthi Nalidaga,2022,158,"Family,Musical,Romance",9.4,44,hi
Pothum Thala,2022,114,Action,2.8,7,hi
Ishq-e-nadaan,2023,155,"Drama,Romance",6.5,396,hi
Rajneeti - Part 1,2022,124,Thriller,7.9,55,hi
Criminal Network,2023,75,Crime,4.8,79,hi
A Room of My Own,2022,107,Drama,6.2,476,hi
The Players,2012,109,"Comedy,Drama",5.3,9054,hi
Big Game,2014,110,"Action,Adventure,Comedy",5.4,36755,hi
Oh My Friend,2011,130,Romance,6.5,1383,ta
Shell,2012,91,Drama,6.4,1868,hi
Black Butterfly,2017,93,"Drama,Mystery,Thriller",6.1,15790,hi
Pleasure or Pain,2013,99,"Drama,Romance,Thriller",4.2,2967,hi
Love You Papa,2022,151,Family,7.3,11,hi
Panjaa,2011,156,"Action,Crime,Drama",6.5,4397,hi
The Wrath of Becky,2023,84,"Action,Thriller",6.1,18622,hi
Scrooge: A Christmas Carol,2022,96,"Adventure,Animation,Comedy",6.2,8631,hi
Mr. Right,2015,95,"Action,Comedy,Crime",6.3,64759,hi
American Fighter,2019,98,"Action,Biography",5.4,695,hi
Mogudu,2011,159,Drama,3.5,359,hi
Brothel Lights,2011,108,Drama,5.9,354,hi
Fort Bliss,2014,116,"Drama,War",6.4,3726,hi
Assassin's Creed,2016,115,"Action,Adventure,Sci-Fi",5.6,216805,hi
August 8,2012,120,"Action,Drama,Sci-Fi",5.6,2505,hi
Inkaar,2013,125,"Drama,Romance,Thriller",6.1,2772,hi
All Things to All Men,2013,84,"Action,Crime,Drama",4.5,1769,hi
Grace of Monaco,2014,103,"Biography,Drama,Romance",5.7,22019,hi
The City of Children,2011,96,Drama,6.1,172,hi
Dumb and Dumber To,2014,109,Comedy,5.6,151547,hi
Inside Out,2015,95,"Adventure,Animation,Comedy",8.1,889857,hi
Thunderbolts*,2025,127,"Action,Adventure,Crime",7.1,236537,ta
Hit and Run,2012,100,"Action,Adventure,Comedy",6.1,38500,hi
Chekkan,2022,77,Drama,7.1,16,hi
Augustine,2012,102,"Biography,Drama,History",6.1,1718,hi
Pilla Zamindar,2011,148,"Comedy,Drama",7.7,3839,hi
Big Tit Monastery,1995,60,Adult,7.8,85,hi
PROJECT C - Chapter 2,2022,82,Drama,6.6,228,hi
Return of Mr. Superman,1960,\N,"Action,Adventure,Crime",3.9,66,hi
Rey,2015,168,Music,3.4,216,hi
A Stranger in Paradise,2013,83,"Action,Mystery,Thriller",4.5,573,hi
Dead Man Down,2013,118,"Action,Adventure,Crime",6.4,71511,hi
Knight of Cups,2015,118,"Drama,Fantasy,Romance",5.6,31286,hi
Spring Breakers,2012,94,"Crime,Drama,Thriller",5.3,153128,hi
In Your Eyes,2014,106,"Fantasy,Romance",6.9,32759,hi
In the Blood,2014,108,"Action,Crime,Thriller",5.7,13635,hi
Fallen Leaves,2023,81,"Comedy,Drama,Romance",7.3,34861,hi
Kuri,2022,106,"Drama,Thriller",4.8,452,hi
Jewel,2022,82,Drama,3.5,182,hi
The Entitled,2022,90,"Comedy,Drama,Romance",4.1,793,hi
Live Escape,2022,89,Horror,2.5,156,hi
Jiti Le Jindagi,2022,103,Drama,8.4,34,hi
Maniac,2012,89,"Crime,Horror",6.1,42253,hi
Emperor,2012,105,"Drama,History,War",6.5,15448,hi
Adore,2013,112,"Drama,Romance",6.2,38337,hi
Dawn of the Planet of the Apes,2014,130,"Action,Adventure,Drama",7.6,505590,ta
Abbabba,2024,147,Comedy,8.3,156,hi
Hope,2022,\N,Drama,7.3,235,hi
Dear Vikram,2022,182,"Action,Drama",6.0,994,hi
Amor Emanuelle,2023,62,Romance,4.0,84,hi
Ginna,2022,136,"Comedy,Drama,Thriller",4.6,3175,hi
For Jojo,2022,96,Drama,4.0,365,hi
The Last Heist,2022,86,Crime,3.8,3820,hi
Donyale Luna: Supermodel,2023,93,Documentary,7.2,309,hi
Vaade Veedu,2022,120,"Crime,Thriller",7.8,42,hi
A Common Man,2013,86,"Action,Drama,Mystery",4.5,2511,hi
Y,2022,152,News,9.1,49,hi
Kenkemam,2023,123,Comedy,8.5,89,hi
Gj to Nj (Gujarat Thi New Jersey),2022,140,Drama,7.9,28,hi
Premam,2022,147,"Romance,Thriller",6.5,226,hi
Sarathi,2022,\N,Drama,9.0,38,hi
My Daughter's Killer,2022,83,"Crime,Documentary",6.9,2260,hi
Miley Naa Miley Hum,2011,114,"Comedy,Drama,Romance",3.5,300,hi
V/H/S,2012,116,"Fantasy,Horror,Mystery",5.8,74335,hi
