primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,language
The Kid Detective,2020,100,"Comedy,Crime,Drama",7.0,24890,hi
Flat No. 609,2018,109,Thriller,5.5,226,hi
Television,2022,112,Drama,6.3,142,hi
Chhalaang,2020,136,"Comedy,Drama,Sport",6.6,20366,hi
Panga,2020,131,"Drama,Sport",6.8,8133,hi
Commando 3,2019,133,"Action,Adventure,Thriller",5.9,4752,hi
Ye Re Ye Re Paisa 2,2019,134,Drama,5.0,108,hi
Kabir Singh,2019,173,"Drama,Romance",7.0,44386,hi
Shadaa,2019,128,"Comedy,Music,Romance",6.2,1185,hi
Hungama 2,2021,156,"Comedy,Drama,Romance",3.2,6801,hi
Jhund,2022,176,"Biography,Drama,Sport",7.4,26134,hi
Broad Peak,2022,101,"Adventure,Biography,Drama",6.0,2455,hi
Do Dooni Panj,2019,132,Drama,6.3,63,hi
Wicked Witches,2018,79,Horror,3.0,387,hi
Uda Aida,2019,136,Drama,6.9,320,hi
Pon Manickavel,2020,138,Action,4.4,620,hi
Bob Biswas,2021,131,"Action,Crime,Drama",6.7,8159,hi
The Lost Treasure,2022,70,"Adventure,Comedy,Family",1.7,277,hi
Dachra,2018,114,Horror,6.1,1951,hi
Honeyland,2019,89,Documentary,8.0,20220,hi
After She Wakes,2019,78,"Horror,Thriller",3.8,3532,hi
The Antenna,2019,115,"Horror,Thriller",5.1,549,hi
Broil,2020,90,"Fantasy,Horror,Thriller",4.6,1957,hi
Lovefucked,2018,106,"Drama,Romance",5.8,525,hi
Sir Alex Ferguson: Never Give In,2021,108,"Biography,Documentary,Sport",8.1,6485,hi
House of Glass,2021,88,"Drama,Thriller",4.6,317,hi
Dave Not Coming Back,2020,92,"Action,Adventure,Documentary",7.0,858,hi
Impetigore,2019,106,"Horror,Mystery,Thriller",6.6,8727,hi
Tottaa Pataaka Item Maal,2019,107,Drama,6.3,7895,hi
[Censored],2018,63,"Documentary,History",5.9,21,hi
Zoo Wars 2,2019,84,Animation,1.4,262,hi
Dual,2022,94,"Comedy,Drama,Sci-Fi",5.8,14420,hi
2018,2023,150,"Action,Drama,Thriller",8.3,16099,hi
Cleavers: Killer Clowns,2019,93,"Horror,Mystery,Thriller",3.1,391,hi
The Dark Side of Life: Mumbai City,2018,125,Drama,5.7,709,hi
Send It!,2021,101,"Action,Adventure,Comedy",4.6,304,hi
The Legend of the Five,2020,96,"Adventure,Drama,Family",4.0,1074,hi
Ravening,2019,107,"Drama,Fantasy,Horror",7.7,4582,hi
Ana's Desire,2019,79,Drama,5.6,204,hi
Ormayil Oru Shishiram,2019,133,"Family,Romance",6.7,158,ml
8MM Bullet,2018,146,Crime,6.7,97,hi
Kazakh Khanate: Diamond Sword,2016,133,"Action,Drama,History",6.0,746,hi
I Am All Girls,2021,107,"Crime,Drama,Mystery",6.0,7789,hi
Fool's Paradise,2023,98,Comedy,4.7,7409,hi
Sharato Lagu,2018,137,"Comedy,Drama,Romance",7.4,866,hi
River Road,2022,88,"Drama,Thriller",6.4,3926,hi
Bumperkleef,2019,86,"Action,Horror,Thriller",5.7,5034,hi
Hou De Tattad,2022,142,"Drama,Musical,Romance",8.5,18,hi
Synchronic,2019,102,"Drama,Horror,Mystery",6.2,45048,hi
Ejen Ali: The Movie,2019,97,"Action,Adventure,Animation",8.0,1790,hi
Black Day,2018,76,Horror,3.4,37,hi
Mr. Majnu,2019,145,Romance,6.1,2029,hi
Nashibvaan,2019,128,Drama,7.5,100,hi
Girl on the Third Floor,2019,93,"Drama,Horror,Mystery",4.7,11696,hi
Maanagara Kaaval,1991,150,"Action,Drama",7.2,81,hi
The Land of Owls,2021,79,"Drama,Romance",6.0,75,hi
Eternals,2021,156,"Action,Adventure,Fantasy",6.2,418045,hi
Pistolera,2020,90,"Action,Drama,Thriller",2.1,485,hi
Ghabe,2019,100,"Drama,Romance,Thriller",4.7,352,hi
Pandharichi Vari,1988,141,Family,9.2,78,hi
Badnaam,2020,119,"Romance,Thriller",6.7,98,hi
Vidyoday,2018,108,Documentary,9.6,82,hi
The Last Bath,2020,95,Drama,6.0,426,hi
Charm City Kings,2020,125,Drama,6.6,3311,hi
The Tunnel,2019,105,"Action,Drama,Thriller",6.0,7467,hi
Lukan Michi,2019,90,"Comedy,Drama,Romance",5.1,69,hi
Adho Andha Paravai Pola,2022,\N,Thriller,6.9,27,hi
LKG,2019,124,Comedy,6.9,1684,hi
Everybody Gets Stabbed,2020,92,"Comedy,Horror",3.6,70,hi
Slash/Back,2022,86,"Adventure,Horror,Sci-Fi",5.7,2272,hi
Living,2022,102,Drama,7.2,38461,hi
Chhichhore,2019,143,"Comedy,Drama,Romance",8.3,70549,hi
Iruvudellava Bittu,2018,\N,Drama,6.9,34,hi
Laal Kaptaan,2019,155,"Action,Adventure,Drama",7.2,5667,hi
Mr. Local,2019,155,"Action,Comedy,Drama",3.3,1615,hi
Queenpins,2021,110,"Comedy,Crime",6.4,28745,hi
Doctor G,2022,124,"Comedy,Drama",6.6,19352,hi
Dinner in America,2020,106,"Comedy,Drama,Music",7.5,14774,hi
An American Pickle,2020,88,"Comedy,Fantasy",5.7,28593,hi
Taking the Horse to Eat Jalebis,2019,121,Drama,7.1,139,hi
Max and Me,2020,104,"Drama,Romance",5.8,223,hi
The Journey of Karma,2018,98,Drama,4.3,244,hi
Dark Waters,2019,126,"Biography,Drama,History",7.6,118564,hi
The People We Hate at the Wedding,2022,99,Comedy,5.8,12272,hi
Simmer,2020,96,"Crime,Drama,Thriller",5.0,3354,hi
Super Bear,2017,85,"Animation,Family",4.0,147,hi
Irresistible,2020,101,"Comedy,Drama",6.3,24492,hi
Three Husbands,2018,101,"Drama,Fantasy",5.7,651,hi
NTR: Mahanayakudu,2019,128,"Biography,Drama",5.4,1259,hi
Girl/Girl Scene,2019,122,"Comedy,Drama,Romance",2.5,422,hi
Operation Gold Fish,2019,127,\N,4.5,299,hi
Prince of Legend,2019,91,Action,5.6,57,hi
Cold Blood,2019,91,"Action,Thriller",4.7,7542,hi
Nathicharami,2018,113,Drama,7.2,430,hi
Human Resources,2021,108,"Horror,Mystery,Thriller",4.1,1297,hi
Umakant Pandey Purush Ya,2019,120,"Biography,Comedy,Drama",7.2,60,hi
Gretel & Hansel,2020,87,"Fantasy,Horror,Mystery",5.5,38135,hi
Hello from Nowhere,2021,79,"Comedy,Musical",3.1,67,hi
The Seven Deadly Sins: Prisoners of the Sky,2018,99,"Action,Adventure,Animation",7.0,6074,hi
Bewars,2018,\N,Drama,7.9,560,hi
The Dead Girl in Apartment 03,2022,72,Horror,3.7,396,hi
This Was America,2020,94,Drama,3.1,365,hi
The Girl Who Believes in Miracles,2021,100,"Drama,Family",6.0,2132,hi
The Rescue,2021,107,"Action,Documentary,Mystery",8.3,22825,hi
Sharmaji Namkeen,2022,119,"Comedy,Drama,Family",7.5,13281,hi
Cobweb,2023,88,"Horror,Mystery,Thriller",5.9,44581,hi
The Little Switzerland,2019,86,Comedy,4.9,1480,hi
The Lost Daughter,2021,121,Drama,6.7,79819,hi
Fried Barry,2020,99,"Comedy,Horror,Sci-Fi",5.6,3410,hi
In Other Words,2020,98,"Comedy,Romance",5.7,844,hi
Gurkha,2019,144,Comedy,5.1,447,hi
Dil Diyan Gallan,2019,122,"Drama,Romance",6.4,727,hi
Housefull 5,2025,163,"Comedy,Mystery,Thriller",3.3,17419,hi
Notebook,2019,115,Romance,7.1,3662,hi
My Stepfather's Secret,2019,84,"Crime,Drama,Mystery",4.7,345,hi
Kolaigaran,2019,\N,"Action,Crime,Drama",7.1,1751,te
Mahira,2019,129,"Action,Drama,Thriller",5.8,162,hi
Andhaghaaram,2020,171,"Horror,Mystery,Thriller",7.5,4291,te
Black Panther: Wakanda Forever,2022,161,"Action,Adventure,Drama",6.6,343506,hi
The Journey of Mr. Deshee,2021,\N,"Drama,Family",6.6,17,hi
The Eyes of Tammy Faye,2021,126,"Biography,Drama,Romance",6.6,41396,hi
Om - The Battle Within,2022,135,"Action,Thriller",2.9,2260,hi
Decent Boy,2022,\N,Family,8.1,30,hi
The Special,2020,94,Horror,4.9,1561,hi
The Pool,2018,91,"Action,Drama,Horror",5.2,3873,hi
Sher Dil,2019,148,"Action,Drama,Romance",5.5,725,hi
Naal,2018,117,Drama,8.3,1369,hi
Cherry,2021,142,"Biography,Crime,Drama",6.6,41066,hi
Atçali Kel Mehmet,2017,107,"Biography,Drama,History",5.9,59,hi
Playing with Fire,2019,96,"Comedy,Family",5.2,17482,hi
Brother's Day,2019,165,"Action,Comedy,Romance",4.4,1042,hi
The World Is Full of Secrets,2018,98,"Drama,Horror",4.4,191,hi
"Endings, Beginnings",2019,110,"Drama,Romance",5.6,8167,hi
Hidden Attack of the Dead,2018,74,Horror,6.6,42,hi
Killer Under the Bed,2018,90,"Horror,Thriller",4.3,1550,hi
Dobaara,2018,66,"Drama,Romance",6.4,150,hi
Iddari Lokam Okate,2019,126,"Drama,Romance",5.4,188,hi
Shapeless,2021,88,"Drama,Horror",4.0,219,hi
Fate's Shadow: The Whole Story,2021,85,"Drama,Romance",8.6,62,hi
Sexfish,2019,88,"Comedy,Romance,Sci-Fi",5.7,225,hi
Chitralahari,2019,131,"Comedy,Drama,Romance",7.1,2847,hi
Seven,2019,117,Thriller,5.2,506,hi
Ittymaani: Made in China,2019,158,"Comedy,Drama",4.2,1560,hi
The Show,2020,115,"Drama,Fantasy,Mystery",5.7,1518,hi
Dragon: The Weapon of God,2022,106,"Action,Adventure,Drama",1.5,315,hi
The Never List,2020,102,Drama,5.1,241,hi
Soon Ladki Sasarchi,2005,\N,Drama,8.4,23,hi
The Shadow in My Eye,2021,107,"Drama,History,War",7.3,18500,hi
Bodha,2018,108,"Comedy,Drama",6.2,22,hi
Motichoor Chaknachoor,2019,150,"Comedy,Romance",5.8,3434,hi
Follow Her,2022,92,Thriller,5.1,1582,hi
Separation,2021,107,"Drama,Horror,Mystery",4.7,6635,hi
Brahms: The Boy II,2020,86,"Drama,Horror,Mystery",4.7,22147,hi
Sayanna Varthakal,2022,120,"Comedy,Thriller",4.6,143,hi
The Villagers,2018,99,"Action,Crime,Mystery",6.1,2110,hi
Koodasha,2018,121,"Action,Crime,Drama",7.0,392,hi
Seetharama Kalyana,2019,155,Drama,6.2,1377,hi
Devi 2,2019,125,"Comedy,Horror",3.9,525,te
Poslední aristokratka,2019,110,Comedy,5.5,367,hi
Saina,2021,135,"Biography,Drama,Sport",4.5,4413,hi
Tuesdays and Fridays,2021,106,"Comedy,Musical,Romance",4.6,934,hi
High End Yaariyaan,2019,121,"Comedy,Drama,Family",5.7,1590,hi
Patil,2018,130,Drama,7.7,47,hi
Dolly Kitty and Those Twinkling Stars,2019,126,"Comedy,Drama",5.2,7983,hi
Call Sign Banderas,2018,113,"Drama,Thriller,War",6.6,1008,hi
The Pale Door,2020,96,"Drama,Horror,Western",4.4,3769,hi
Going In,2023,97,"Action,Crime,Drama",5.6,122,hi
Minamata,2020,115,Drama,7.2,24584,hi
Held for Ransom,2019,138,"Biography,Drama,Thriller",7.6,5355,hi
Mahalaya,2019,108,"Biography,Drama,History",8.1,524,hi
Dare and Lovely,2022,\N,"Comedy,Drama",1.1,208,hi
Satellite Shankar,2019,135,"Action,Drama",6.3,1300,hi
Close to the Horizon,2019,109,"Drama,Romance",6.6,2123,hi
Ka,2023,\N,"Action,Thriller",8.2,13,hi
Kolambi,2023,131,"Drama,Family",7.9,72,hi
The Reckoning,2020,110,"Adventure,Drama,Horror",4.9,4161,hi
Arctic Void,2022,85,"Drama,Horror,Mystery",4.6,3630,hi
Human Capital,2019,98,"Drama,Thriller",5.7,9796,hi
"Are You There God? It's Me, Margaret.",2023,106,"Comedy,Drama,Family",7.3,36180,hi
Reunion,2018,120,Drama,6.1,41,bn
Cuties,2020,96,Drama,3.6,33170,hi
Three Thousand Years of Longing,2022,108,"Drama,Fantasy,Romance",6.7,70793,hi
I.M.A Gujju,2018,134,Action,7.4,38,gu
Mitti: Virasat Babbaran Di,2019,137,"Action,Drama,History",7.8,21,hi
Skyfire,2019,97,"Action,Adventure,Drama",5.3,4705,hi
Fireball: Visitors from Darker Worlds,2020,97,Documentary,7.0,4066,hi
Dark Harvest,2023,96,"Fantasy,Horror",5.5,10106,hi
Je Suis Karl,2021,126,"Drama,Romance,Thriller",5.6,1703,hi
Made in Italy,2020,94,"Comedy,Drama,Romance",6.0,12525,hi
Antrum: The Deadliest Film Ever Made,2018,95,Horror,4.9,5506,hi
Monkey Man,2024,121,"Action,Crime,Thriller",6.8,96965,hi
Emma.,2020,124,"Comedy,Drama,Romance",6.7,69316,hi
Gladiator II,2024,148,"Action,Adventure,Drama",6.5,278121,ta
Teriyaan Meriyaan Hera Pheriyan,2024,125,"Comedy,Romance",6.7,81,hi
Elon Musk: The Real Life Iron Man,2018,71,"Biography,Documentary",6.0,1065,hi
The Trouble with Being Born,2020,94,"Drama,Mystery,Sci-Fi",5.4,1543,hi
Sister of the Groom,2020,92,"Comedy,Drama,Romance",4.7,924,hi
Eakam,2021,125,"Adventure,Drama,Fantasy",6.9,2367,hi
Meg 2: The Trench,2023,116,"Action,Adventure,Horror",5.0,98240,hi
Mainstream,2020,94,"Comedy,Drama",5.1,6406,hi
Then sindhuthe vaanam,1975,\N,Drama,6.4,6,ta
First Cow,2019,122,"Drama,Western",7.1,23731,hi
Vantha Rajavathaan Varuven,2019,154,"Action,Comedy,Drama",3.8,896,hi
Setters,2019,126,Thriller,5.4,322,hi
Kadaram Kondan,2019,121,"Action,Crime,Thriller",5.6,2415,hi
The Survivor,2021,129,"Biography,Drama,History",6.7,7078,hi
The Green Knight,2021,130,"Adventure,Drama,Fantasy",6.6,128365,hi
El Camino,2019,122,"Crime,Drama,Thriller",7.3,327943,hi
Ottakkoru Kaamukan,2018,146,"Romance,Thriller",6.4,63,ml
Aadya Rathri,2019,129,Comedy,4.6,356,ml
Last Looks,2021,110,"Action,Comedy,Crime",5.8,13927,hi
Ashleel Udyog Mitra Mandal,2018,115,Drama,7.8,42,hi
The Terrorist,2018,110,Thriller,5.7,29,hi
El Mayor,2020,112,War,7.0,8,hi
Marjaavaan,2019,152,"Action,Drama,Romance",3.7,4985,hi
Jawaani Jaaneman,2020,119,"Comedy,Drama",6.5,8630,hi
Mission Mangal,2019,130,"Drama,History",6.6,19765,hi
Sharmaji Ki Lag Gai,2019,122,Comedy,3.6,1654,hi
How to Train Our Dragon,2018,96,Comedy,4.7,174,hi
Hippi,2019,143,Comedy,4.5,227,hi
Mosul,2019,101,"Action,Drama,Thriller",7.1,32481,hi
The Secrets We Keep,2020,97,"Drama,Thriller",5.9,8042,hi
Tall Girl,2019,101,"Comedy,Drama,Family",5.2,29051,hi
Kavacham,2018,141,"Action,Thriller",5.5,804,hi
Zebra Girl,2021,79,"Mystery,Thriller",4.9,3252,hi
Bulldog,2022,95,Drama,5.8,192,hi
Rattlesnake,2019,85,"Drama,Horror,Mystery",4.7,9920,hi
The Unkind,2021,105,"Fantasy,Horror,Mystery",3.3,714,hi
Bigil,2019,179,"Action,Drama,Sport",6.7,26652,hi
Evanukku Engeyo Matcham Irukku,2018,148,Comedy,2.8,153,te
Sakala Kalasala,2019,132,Comedy,5.2,985,hi
Rocketry: The Nambi Effect,2022,157,"Biography,Drama",8.6,61293,hi
Driving Licence,2019,135,"Action,Comedy,Drama",7.2,4616,hi
What Lies Below,2020,87,"Drama,Horror,Mystery",4.4,9015,hi
Nanna Prakara,2019,115,"Crime,Mystery",6.3,364,hi
How to Deter a Robber,2020,85,"Comedy,Crime",5.0,632,hi
The Amusement Park,1975,53,"Drama,Horror,Thriller",6.3,3730,hi
Uyare,2019,125,Drama,8.0,4301,hi
Prey for the Devil,2022,93,"Horror,Mystery,Thriller",5.4,20666,hi
13 Minutes,2021,108,"Action,Drama,Thriller",4.7,6180,hi
Under World,2019,160,"Action,Crime,Thriller",5.6,449,hi
Jack N Jill,2022,125,"Comedy,Sci-Fi,Thriller",1.5,1171,hi
Colewell,2019,79,Drama,6.3,661,hi
Akshara,2021,136,Thriller,5.0,187,hi
Panth,2019,132,"Drama,Sport",5.2,10,ml
Blue Story,2019,91,"Crime,Drama,Musical",6.3,9311,hi
Kya Masti Kya Dhoom,2024,\N,Comedy,3.6,40,hi
The Sea Beast,2022,115,"Action,Adventure,Animation",7.0,63715,hi
Werewolves Within,2021,97,"Comedy,Horror,Mystery",6.0,28392,hi
My Father's Dragon,2022,99,"Adventure,Animation,Comedy",6.5,3988,hi
White Snake,2019,99,"Action,Adventure,Animation",7.0,6176,hi
The Wonder,2022,108,"Drama,Mystery,Thriller",6.6,48180,hi
Ungala Podanum Sir,2019,\N,"Comedy,Horror",3.6,54,hi
Why We Breathe,2020,90,Drama,5.2,170,hi
The Puppet,2021,118,"Horror,Mystery,Thriller",6.9,607,hi
Threshold,2020,78,"Drama,Horror,Mystery",4.8,345,hi
Hornet,2018,86,"Action,Adventure,Sci-Fi",1.9,324,hi
Ayogya,2019,146,"Action,Crime,Drama",6.1,1450,hi
The High Note,2020,113,"Drama,Music,Romance",6.4,14351,hi
Mulshi Pattern,2018,155,"Crime,Drama,Thriller",8.2,2599,hi
Coat,2023,122,"Drama,Family",7.8,66,hi
From the Vine,2019,97,"Comedy,Drama",6.1,825,hi
Harka,2022,87,Drama,6.7,591,hi
Fukushima 50,2020,122,"Action,Drama,Thriller",6.1,3732,hi
Bury Me Twice,2022,93,"Action,Horror",6.3,260,hi
Hum Chaar,2019,143,Drama,6.6,7888,hi
Jungle Cry,2022,117,"Drama,Sport",7.2,5998,hi
Ondh Kathe Hella,2019,127,Thriller,6.5,43,hi
Iruttu,2019,133,"Drama,Horror,Mystery",5.0,499,hi
Maara,2021,149,"Adventure,Mystery,Romance",7.5,4373,hi
Hatyapuri,2022,122,"Adventure,Drama,Mystery",5.8,385,hi
Airaa,2019,142,"Drama,Horror",4.7,852,bn
The Man with the Answers,2021,80,"Drama,Romance",6.8,4854,hi
Yuvarathnaa,2021,161,"Action,Drama",6.3,5705,hi
Aakashavaani,2021,124,Drama,6.8,3040,hi
Two Autumns in Paris,2019,100,Drama,7.3,83,hi
Lomad,2023,99,"Crime,Drama,Mystery",7.7,899,hi
"Loves Me, Loves Me Not",2019,81,"Drama,Romance",3.3,221,hi
Maaya,2018,52,Thriller,8.3,37,hi
Sisters on Track,2021,96,"Documentary,Sport",6.2,244,hi
Jezabel,2022,108,"Crime,Thriller",5.6,693,hi
Let Him Go,2020,113,"Crime,Drama,Thriller",6.7,38006,hi
The Bike Thief,2020,79,"Drama,Thriller",4.9,440,hi
All My Friends Hate Me,2021,93,"Comedy,Horror",6.3,7450,hi
She Will,2021,95,"Drama,Horror,Mystery",5.5,3677,hi
End of the World,2018,88,"Action,Adventure,Drama",2.7,904,hi
Memories of a Dead End,2018,90,"Drama,Romance",6.3,176,hi
Eeb Allay Ooo!,2019,98,"Comedy,Drama",7.2,1874,hi
Ananthu v/s Nusrath,2018,149,"Comedy,Drama,Family",7.5,1134,hi
The Occupant,2020,103,"Drama,Thriller",6.4,21183,hi
Root Letter,2022,87,"Drama,Mystery,Thriller",5.1,143,hi
The Outside Story,2020,85,Drama,6.5,758,hi
My Great Grandfather,2019,122,Drama,4.7,169,ml
American Factory,2019,110,Documentary,7.4,24826,hi
The Djinn,2021,82,"Horror,Thriller",4.8,5274,hi
The Sound of Silence,2019,88,Drama,5.7,1656,hi
Ganagandharvan,2019,140,"Comedy,Drama,Music",5.7,838,hi
To All the Boys: P.S. I Still Love You,2020,101,"Comedy,Drama,Romance",6.1,51875,hi
Jexi,2019,84,"Comedy,Romance,Sci-Fi",6.0,32915,hi
Koko-di Koko-da,2019,89,"Drama,Fantasy,Horror",5.8,3002,hi
Dear Evan Hansen,2021,137,"Drama,Musical",6.1,20567,hi
Halston,2019,105,"Biography,Documentary",7.1,1550,hi
Marianne & Leonard: Words of Love,2019,102,"Biography,Documentary,Music",7.0,2312,hi
Red Letters,2019,86,Horror,2.9,147,hi
Spider-Man: Across the Spider-Verse,2023,140,"Action,Adventure,Animation",8.5,487636,bn
Blue Beetle,2023,127,"Action,Adventure,Sci-Fi",5.9,113195,hi
Slayers,2022,88,"Comedy,Fantasy,Horror",3.3,2471,hi
Tryst with Destiny,2021,129,Drama,6.3,284,hi
Saranam Ayyappa,1980,118,Drama,4.6,9,hi
Settlers,2021,103,"Drama,Sci-Fi,Thriller",4.8,6804,hi
The Least of These: The Graham Staines Story,2019,112,Drama,5.9,996,hi
Shang-Chi and the Legend of the Ten Rings,2021,132,"Action,Adventure,Fantasy",7.3,476582,hi
Maayon,2022,131,"Mystery,Thriller",5.8,1530,hi
Karinkannan,2018,118,Drama,4.5,14,ml
Skylines,2020,113,"Action,Adventure,Sci-Fi",4.8,10005,hi
How I Became Russian,2019,94,Comedy,5.2,481,hi
Neevu Kare Madida Chandadararu,2018,99,Thriller,8.6,6,hi
Generation Aami,2018,118,Drama,7.6,1313,hi
Prementha Panichese Narayana,2019,122,Drama,7.5,22,hi
Pushpa: The Rise - Part 1,2021,179,"Action,Crime,Drama",7.6,98628,ml
706,2019,120,"Drama,Horror,Thriller",5.3,569,hi
72 Hours: Martyr Who Never Died,2019,130,"Biography,War",5.5,389,hi
Shakeela,2020,126,"Biography,Drama",3.4,745,hi
Baby Dolls,2019,127,"Comedy,Drama",7.0,936,hi
Girl,2020,92,"Mystery,Thriller",4.9,4275,hi
Hushaaru,2018,140,Comedy,6.8,657,hi
Sathyam Paranja Viswasikuvo,2019,130,"Comedy,Drama",5.7,290,hi
Between Two Ferns: The Movie,2019,82,Comedy,6.1,38538,hi
Mata,2022,155,"Biography,Comedy",9.2,251,hi
An International Local Story,2019,123,"Comedy,Family",5.8,995,hi
Door Lock,2018,102,"Horror,Mystery,Thriller",6.4,4215,hi
Battle of Defense,2020,90,"Adventure,War",5.9,84,hi
Dear Molly,2022,91,Drama,6.8,50,hi
The Last Bus,2021,86,Drama,6.6,4843,hi
Where the Crawdads Sing,2022,125,"Drama,Mystery,Romance",7.2,152881,hi
Fyre,2019,97,"Crime,Documentary,Music",7.2,54165,hi
The Soviet Sleep Experiment,2019,79,Thriller,4.5,190,hi
TKG: The Kids of Grove,2020,115,Thriller,3.0,1606,hi
Hello World,2019,97,"Animation,Comedy,Drama",6.7,4871,hi
The Unholy,2021,99,"Drama,Horror,Mystery",5.1,30493,hi
Sarva Line Vyasta Aahet,2019,126,Comedy,5.9,36,hi
Secret Obsession,2019,97,"Crime,Drama,Mystery",4.5,26207,hi
Doctor Strange in the Multiverse of Madness,2022,126,"Action,Adventure,Fantasy",6.9,530279,hi
Triggered,2020,94,"Action,Comedy,Horror",4.8,8715,hi
Bala,2019,133,Comedy,7.3,17736,hi
A Perfect Enemy,2020,89,"Drama,Thriller",5.5,4078,hi
The Guilty,2021,90,"Crime,Drama,Thriller",6.3,168578,hi
"The Author, the Star, and the Keeper",2020,108,"Drama,Family",4.7,143,hi
Revenger,2018,101,"Action,Crime,Thriller",5.7,4963,hi
Weathering with You,2019,112,"Animation,Drama,Fantasy",7.5,66640,hi
Bell Bottom,2019,130,"Comedy,Drama,Thriller",8.1,3099,hi
Norm of the North: Family Vacation,2020,90,"Adventure,Animation,Comedy",3.0,419,hi
Miss Osaka,2021,90,Drama,5.6,263,hi
The Rise of Sir Longbottom,2021,73,"Action,Comedy,Sci-Fi",3.7,105,hi
Thottappan,2019,140,Drama,6.9,481,hi
Babloo Bachelor,2021,130,Comedy,3.8,151,hi
Playhouse,2020,87,"Horror,Mystery,Thriller",3.5,609,hi
Barun Rai and the House on the Cliff,2021,118,"Horror,Thriller",4.0,639,hi
Magnetic,2018,115,"Documentary,Sport",6.6,1119,hi
American Kamasutra,2018,88,"Drama,Romance",3.0,990,hi
Viraj,2018,\N,Drama,5.4,266,hi
Ramarajya,2018,135,Drama,6.6,6,hi
Bibaho Obhijaan,2019,117,"Comedy,Drama",4.6,425,hi
Anaganaga O Premakatha,2018,125,Drama,5.4,72,hi
The Idea of You,2024,115,"Comedy,Drama,Romance",6.3,79014,hi
Oru Kaatil Oru Paykappal,2018,122,Romance,4.3,43,hi
Real Talk,2021,98,Drama,6.3,73,hi
Radio Madhav,2019,132,"Comedy,Drama",4.6,1029,hi
Shah Jahan Regency,2019,156,Drama,6.6,1330,hi
Suryakantham,2019,139,"Comedy,Romance",5.2,210,hi
Devil's Revenge,2019,98,Horror,2.7,466,hi
Fever Dream,2021,93,"Drama,Horror,Mystery",5.4,2649,hi
Malum,2023,92,"Drama,Horror,Mystery",5.0,7198,hi
The Intergalactic Adventures of Max Cloud,2020,88,"Action,Comedy,Sci-Fi",4.7,5582,hi
V.I.P. Cop New Year's Eve Mayhem,2018,90,Comedy,5.8,763,hi
Tommaso,2019,115,Drama,6.3,1983,hi
Where Is the Venkatalakshmi,2019,139,"Comedy,Horror",4.2,77,hi
Palm Springs,2020,90,"Comedy,Fantasy,Mystery",7.4,206742,hi
Positive,2020,94,Comedy,3.2,165,hi
Our Ladies,2019,106,"Comedy,Drama",6.7,3061,hi
Mojin: The Worm Valley,2018,110,"Action,Adventure,Fantasy",4.9,740,hi
Black Mirror: Bandersnatch,2018,90,"Drama,Fantasy,Mystery",7.1,142191,hi
Pagalpanti,2019,149,"Action,Comedy",3.4,3132,hi
22 Yards,2019,126,Sport,5.1,1859,hi
My Wife's Secret,2018,52,Drama,5.9,50,hi
Garuda Superhero,2015,85,"Action,Fantasy",4.1,37,hi
Rescue,2019,80,Drama,4.7,20,hi
Love-All,2023,132,Sport,7.4,209,hi
Android Kunjappan Ver 5.25,2019,140,"Comedy,Drama,Sci-Fi",8.0,7422,hi
Saheb,2019,142,Drama,5.7,210,hi
Sooryavanshi,2021,145,"Action,Crime,Drama",5.8,80822,hi
Randhawa,2019,130,Drama,5.7,977,hi
Durgeshgorer Guptodhon,2019,133,"Adventure,Comedy,Drama",6.7,1081,hi
Ranarangam,2019,138,"Action,Crime,Drama",6.0,844,hi
Ala Vaikunthapurramuloo,2020,163,"Action,Comedy,Drama",7.3,26038,hi
Tara Mira,2019,120,Drama,6.7,90,hi
Ardaas Karaan,2019,140,Drama,7.3,3014,hi
Nikka Zaildar 3,2019,117,Comedy,4.3,398,hi
Tank Cleaner,2021,155,"Crime,Thriller",6.5,58,hi
Extreme Job,2019,111,"Action,Comedy,Crime",7.1,14973,hi
A Feral World,2020,104,"Drama,Sci-Fi",4.0,492,hi
Hosts,2020,89,Horror,4.3,2762,hi
Eye Without a Face,2021,98,"Horror,Thriller",3.7,697,hi
Too Handsome to Handle,2019,106,"Comedy,Drama",6.5,942,hi
Await the Dawn,2020,90,"Horror,Sci-Fi",3.7,593,hi
iSmart Shankar,2019,140,"Action,Sci-Fi",5.4,3151,hi
Sanjeevani,2018,103,"Adventure,Thriller",3.9,46,hi
PM Narendra Modi,2019,136,"Biography,Drama",3.0,9151,hi
Time To Retaliate: MASOOM,2019,113,Crime,5.8,33,hi
Lapet,2019,132,"Comedy,Drama,Romance",7.2,14,hi
Venky Mama,2019,149,Drama,5.4,1673,hi
Appu in search of truth,2019,105,Drama,5.2,19,ml
Night Raiders,2021,101,"Action,Sci-Fi,Thriller",5.3,1989,hi
Kaagaz,2021,109,"Biography,Comedy,Drama",7.3,9860,hi
Golden Arm,2020,91,Comedy,5.7,741,hi
Legend of Siren XX: Diabolic Lust,2009,78,"Drama,Horror",5.7,129,hi
Hebrews to Negroes: Wake Up Black America,2018,208,Documentary,3.4,825,hi
Mortal Kombat Legends: Scorpion's Revenge,2020,80,"Action,Adventure,Animation",7.4,20706,hi
Dearest Anita,2019,85,Biography,6.3,144,hi
Premwaari,2019,144,Drama,8.1,44,hi
Sola,2021,120,Thriller,4.5,76,hi
